scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
bodyparts,cup_head,cup_head,cup_middle,cup_middle,cup_tail,cup_tail,pitcher_head,pitcher_head,pitcher_middle,pitcher_middle,pitcher_tail,pitcher_tail,tap_head,tap_head,tap_middle,tap_middle,tap_tail,tap_tail,teabag_head,teabag_head,teabag_middle,teabag_middle,teabag_tail,teabag_tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318271_saved_stream.pkl_right/img001.png,1187.393175074184,653.8715133531157,1187.393175074184,694.4649851632047,1187.393175074184,739.3314540059346,315.70178041543033,423.12967359050435,384.06973293768556,542.7735905044509,458.8471810089021,670.9635014836795,193.92136498516334,181.7053412462908,191.78486646884278,232.98130563798213,164.01038575667667,335.5332344213649,1189.5296735905044,632.5065281899109,,,,
labeled-data/1636318271_saved_stream.pkl_right/img005.png,1185.2566765578633,653.8715133531157,1185.2566765578633,700.8744807121661,1183.1201780415429,739.3314540059346,307.15578635014845,425.2661721068248,375.52373887240367,534.227596439169,458.8471810089021,666.6905044510385,193.92136498516334,179.56884272997036,185.37537091988145,247.93679525222547,151.19139465875384,333.39673590504447,1292.081602373887,521.4086053412462,1287.8086053412462,559.8655786350148,1285.6721068249258,604.7320474777447
labeled-data/1636318271_saved_stream.pkl_right/img016.png,1170.30118694362,645.3255192878338,1168.1646884272996,692.3284866468842,1168.1646884272996,739.3314540059346,298.60979228486656,425.2661721068248,366.9777448071218,547.0465875370919,452.43768545994067,670.9635014836795,191.78486646884278,175.29584569732924,187.5118694362019,235.11780415430258,153.32789317507428,333.39673590504447,1163.8916913946587,581.2305637982195,1166.028189910979,619.687537091988,,
labeled-data/1636318271_saved_stream.pkl_right/img022.png,1172.4376854599407,645.3255192878338,1170.30118694362,683.7824925816024,1170.30118694362,730.7854599406528,313.5652818991099,420.9931750741839,362.7047477744808,544.9100890207715,458.8471810089021,668.827002967359,191.78486646884278,183.84183976261124,191.78486646884278,241.52729970326402,153.32789317507428,326.987240356083,,,1187.393175074184,514.9991097922848,1187.393175074184,553.4560830860534
labeled-data/1636318271_saved_stream.pkl_right/img024.png,1170.30118694362,649.5985163204747,1168.1646884272996,703.0109792284866,1166.028189910979,735.0584569732937,300.746290801187,429.5391691394658,358.4317507418399,544.9100890207715,441.75519287833833,673.0999999999999,193.92136498516334,181.7053412462908,185.37537091988145,241.52729970326402,153.32789317507428,339.8062314540059,,,1223.713649851632,438.0851632047477,1227.986646884273,474.4056379821958
labeled-data/1636318271_saved_stream.pkl_right/img030.png,1172.4376854599407,649.5985163204747,1170.30118694362,696.6014836795251,1170.30118694362,739.3314540059346,313.5652818991099,423.12967359050435,375.52373887240367,544.9100890207715,460.98367952522256,666.6905044510385,193.92136498516334,177.43234421364969,193.92136498516334,243.66379821958446,159.73738872403572,335.5332344213649,,,1366.8590504451038,239.39080118694358,1381.814540059347,292.80326409495547
labeled-data/1636318271_saved_stream.pkl_right/img073.png,1172.4376854599407,647.4620178041542,1168.1646884272996,692.3284866468842,1170.30118694362,739.3314540059346,305.019287833828,423.12967359050435,386.206231454006,551.3195845697329,467.393175074184,668.827002967359,191.78486646884278,181.7053412462908,187.5118694362019,243.66379821958446,155.46439169139478,333.39673590504447,,,706.6810089020771,538.50059347181,717.3635014836796,568.4115727002967
labeled-data/1636318271_saved_stream.pkl_right/img089.png,1168.1646884272996,649.5985163204747,1163.8916913946587,698.7379821958456,1166.028189910979,732.9219584569732,296.4732937685461,423.12967359050435,345.612759643917,542.7735905044509,431.072700296736,675.2364985163204,187.5118694362019,179.56884272997036,191.78486646884278,241.52729970326402,153.32789317507428,339.8062314540059,,,864.7818991097922,391.08219584569724,873.3278931750742,433.8121661721068
