scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
bodyparts,cup_head,cup_head,cup_middle,cup_middle,cup_tail,cup_tail,pitcher_head,pitcher_head,pitcher_middle,pitcher_middle,pitcher_tail,pitcher_tail,tap_head,tap_head,tap_middle,tap_middle,tap_tail,tap_tail,teabag_head,teabag_head,teabag_middle,teabag_middle,teabag_tail,teabag_tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318271_saved_stream.pkl_left/img006.png,1390.3605341246289,653.8715133531157,1377.5415430267062,698.7379821958456,1373.268545994065,745.7409495548961,535.7611275964392,429.5391691394658,584.9005934718101,551.3195845697329,638.313056379822,670.9635014836795,458.8471810089021,185.9783382789317,456.71068249258167,239.39080118694358,443.8916913946588,333.39673590504447,1460.8649851632047,525.6816023738871,1467.274480712166,564.1385756676557,1469.4109792284864,606.8685459940652
labeled-data/1636318271_saved_stream.pkl_left/img014.png,1381.814540059347,643.1890207715132,1373.268545994065,685.9189910979228,1364.7225519287833,739.3314540059346,533.6246290801188,425.2661721068248,576.3545994065282,547.0465875370919,638.313056379822,675.2364985163204,460.98367952522256,181.7053412462908,458.8471810089021,243.66379821958446,443.8916913946588,337.66973293768535,1465.1379821958456,525.6816023738871,1465.1379821958456,557.7290801186942,1467.274480712166,602.5955489614242
labeled-data/1636318271_saved_stream.pkl_left/img042.png,1375.4050445103856,645.3255192878338,1371.1320474777447,696.6014836795251,1364.7225519287833,732.9219584569732,544.3071216617211,425.2661721068248,580.6275964391692,544.9100890207715,644.7225519287834,677.3729970326409,458.8471810089021,183.84183976261124,454.5741839762612,239.39080118694358,441.75519287833833,337.66973293768535,1559.1439169139464,111.20089020771502,1569.826409495549,168.8863501483679,1580.508902077151,213.7528189910979
labeled-data/1636318271_saved_stream.pkl_left/img050.png,1381.814540059347,643.1890207715132,1375.4050445103856,694.4649851632047,1364.7225519287833,741.4679525222551,548.5801186943621,423.12967359050435,595.5830860534124,538.50059347181,653.2685459940653,673.0999999999999,452.43768545994067,181.7053412462908,456.71068249258167,245.8002967359049,437.48219584569733,337.66973293768535,1272.853115727003,305.62225519287824,1266.4436201780416,356.8982195845697,1270.7166172106824,395.35519287833824
labeled-data/1636318271_saved_stream.pkl_left/img053.png,1375.4050445103856,643.1890207715132,1373.268545994065,694.4649851632047,1364.7225519287833,739.3314540059346,537.8976261127597,423.12967359050435,572.0816023738872,547.0465875370919,634.040059347181,673.0999999999999,458.8471810089021,181.7053412462908,458.8471810089021,239.39080118694358,439.6186943620179,333.39673590504447,1155.345697329377,380.3997032640949,1153.2091988130562,416.7201780415429,1159.6186943620178,446.6311572700296
labeled-data/1636318271_saved_stream.pkl_left/img059.png,1377.5415430267062,649.5985163204747,1371.1320474777447,692.3284866468842,1366.8590504451038,737.1949554896141,540.0341246290801,423.12967359050435,578.4910979228487,542.7735905044509,629.7670623145401,673.0999999999999,454.5741839762612,175.29584569732924,460.98367952522256,237.25430267062302,441.75519287833833,341.94272997032635,978.0163204747773,435.94866468842724,978.0163204747773,474.4056379821958,980.1528189910978,502.1801186943619
labeled-data/1636318271_saved_stream.pkl_left/img063.png,1373.268545994065,645.3255192878338,1366.8590504451038,694.4649851632047,1360.4495548961422,735.0584569732937,535.7611275964392,420.9931750741839,582.7640949554897,544.9100890207715,634.040059347181,675.2364985163204,456.71068249258167,177.43234421364969,465.25667655786356,245.8002967359049,439.6186943620179,339.8062314540059,886.1468842729971,438.0851632047477,884.0103857566764,478.6786350148367,888.2833827893176,508.58961424332335
labeled-data/1636318271_saved_stream.pkl_left/img095.png,1377.5415430267062,647.4620178041542,1368.9955489614242,696.6014836795251,1362.586053412463,737.1949554896141,529.3516320474778,427.40267062314535,569.9451038575668,555.5925816023738,629.7670623145401,675.2364985163204,460.98367952522256,179.56884272997036,458.8471810089021,235.11780415430258,443.8916913946588,337.66973293768535,1146.799703264095,284.25727002967346,1151.0727002967358,333.39673590504447,1153.2091988130562,367.580712166172
