scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636314812_saved_stream.pkl_right/img060.png,1286.5955652717053,518.2797626483448,1284.1970643347909,559.0542785758901,1281.7985633978765,599.8287945034353,,,,,,,766.1208619612742,278.4296689569019,773.3163647720173,326.39968769519055,785.3088694565895,405.5502186133665,286.4206745783884,424.73822610868206,363.1727045596502,544.6632729544035,449.5187382885695,666.9868207370394,190.48063710181128,182.48963148032476,192.87913803872567,244.85065584009976,161.6986258588381,331.1966895690193
labeled-data/1636314812_saved_stream.pkl_right/img063.png,1288.9940662086196,523.0767645221736,1284.1970643347909,561.4527795128045,1281.7985633978765,597.430293566521,,,,,,,737.338850718301,300.0161773891318,749.3313554028732,355.18169893816366,761.3238600874454,415.1442223610243,286.4206745783884,431.9337289194252,365.5712054965646,551.8587757651468,451.917239225484,669.3853216739537,195.27763897564006,182.48963148032476,190.48063710181128,252.04615865084315,159.30012492192367,331.1966895690193
labeled-data/1636314812_saved_stream.pkl_right/img065.png,1286.5955652717053,518.2797626483448,1281.7985633978765,556.6557776389757,1279.4000624609619,597.430293566521,,,,,,,734.9403497813867,319.20418488444716,742.1358525921298,362.3772017489068,751.7298563397876,424.73822610868206,281.6236727045595,429.53522798251083,377.56371018113674,559.0542785758901,444.72173641474075,671.7838226108682,192.87913803872567,182.48963148032476,192.87913803872567,242.45215490318537,164.0971267957525,333.5951905059337
labeled-data/1636314812_saved_stream.pkl_right/img071.png,1288.9940662086196,518.2797626483448,1284.1970643347909,559.0542785758901,1279.4000624609619,597.430293566521,,,,,,,730.1433479075577,362.3772017489068,739.7373516552154,412.7457214241099,749.3313554028732,460.71574016239856,296.01467832604607,429.53522798251083,377.56371018113674,561.4527795128045,459.1127420362273,666.9868207370394,200.07464084946895,184.88813241723915,195.27763897564006,247.24915677701438,159.30012492192367,333.5951905059337
labeled-data/1636314812_saved_stream.pkl_right/img074.png,1288.9940662086196,518.2797626483448,1286.5955652717053,563.851280449719,1279.4000624609619,599.8287945034353,,,,,,,730.1433479075577,371.9712054965646,742.1358525921298,419.9412242348533,754.128357276702,467.9112429731417,284.022173641474,431.9337289194252,375.16520924422224,563.851280449719,449.5187382885695,666.9868207370394,197.67613991255456,182.48963148032476,195.27763897564006,249.64765771392877,164.0971267957525,333.5951905059337
labeled-data/1636314812_saved_stream.pkl_right/img077.png,1288.9940662086196,515.8812617114303,1284.1970643347909,559.0542785758901,1284.1970643347909,602.2272954403497,,,,,,,730.1433479075577,379.1667083073078,742.1358525921298,422.33972517176767,758.9253591505308,470.3097439100561,291.2176764522173,424.73822610868206,365.5712054965646,551.8587757651468,444.72173641474075,669.3853216739537,192.87913803872567,182.48963148032476,188.08213616489678,252.04615865084315,164.0971267957525,333.5951905059337
labeled-data/1636314812_saved_stream.pkl_right/img081.png,1288.9940662086196,520.6782635852592,1286.5955652717053,563.851280449719,1281.7985633978765,602.2272954403497,,,,,,,727.7448469706433,369.5727045596502,739.7373516552154,415.1442223610243,758.9253591505308,470.3097439100561,274.42816989381623,427.13672704559644,363.1727045596502,566.2497813866333,444.72173641474075,669.3853216739537,192.87913803872567,182.48963148032476,190.48063710181128,240.05365396627099,164.0971267957525,328.79818863210494
labeled-data/1636314812_saved_stream.pkl_right/img090.png,1281.7985633978765,520.6782635852592,1281.7985633978765,561.4527795128045,1277.0015615240475,602.2272954403497,,,,,,,732.541848844472,371.9712054965646,746.9328544659586,422.33972517176767,758.9253591505308,467.9112429731417,293.6161773891317,427.13672704559644,384.75921299188,568.6482823235477,454.3157401623984,664.588319800125,192.87913803872567,180.09113054341037,192.87913803872567,242.45215490318537,159.30012492192367,331.1966895690193
labeled-data/1636314812_saved_stream.pkl_right/img091.png,1286.5955652717053,518.2797626483448,1284.1970643347909,559.0542785758901,1281.7985633978765,597.430293566521,,,,,,,734.9403497813867,369.5727045596502,746.9328544659586,419.9412242348533,758.9253591505308,467.9112429731417,291.2176764522173,429.53522798251083,379.96221111805113,551.8587757651468,454.3157401623984,671.7838226108682,195.27763897564006,180.09113054341037,190.48063710181128,237.6551530293566,161.6986258588381,328.79818863210494
labeled-data/1636314812_saved_stream.pkl_right/img103.png,1284.1970643347909,520.6782635852592,1281.7985633978765,556.6557776389757,1279.4000624609619,599.8287945034353,,,,,,,708.5568394753279,376.7682073703934,722.9478450968145,429.53522798251083,734.9403497813867,489.49775140537156,293.6161773891317,427.13672704559644,375.16520924422224,551.8587757651468,451.917239225484,671.7838226108682,192.87913803872567,184.88813241723915,192.87913803872567,247.24915677701438,161.6986258588381,331.1966895690193
labeled-data/1636314812_saved_stream.pkl_right/img108.png,1286.5955652717053,523.0767645221736,1284.1970643347909,556.6557776389757,1281.7985633978765,597.430293566521,,,,,,,682.1733291692692,415.1442223610243,696.5643347907558,482.3022485946283,715.7523422860711,554.2572767020612,286.4206745783884,429.53522798251083,389.5562148657088,561.4527795128045,456.7142410993129,666.9868207370394,197.67613991255456,184.88813241723915,192.87913803872567,252.04615865084315,168.8941286695814,331.1966895690193
labeled-data/1636314812_saved_stream.pkl_right/img114.png,1288.9940662086196,520.6782635852592,1281.7985633978765,561.4527795128045,1281.7985633978765,597.430293566521,,,,,,,667.7823235477827,537.4677701436602,686.970331043098,587.8362898188632,713.3538413491567,647.7988132417239,276.82667083073073,427.13672704559644,358.3757026858213,554.2572767020612,442.32323547782624,669.3853216739537,192.87913803872567,182.48963148032476,190.48063710181128,244.85065584009976,164.0971267957525,324.00118675827594
labeled-data/1636314812_saved_stream.pkl_right/img118.png,1284.1970643347909,518.2797626483448,1281.7985633978765,563.851280449719,1279.4000624609619,597.430293566521,,,,,,,684.5718301061836,592.6332916926921,708.5568394753279,645.4003123048095,730.1433479075577,700.5658338538414,305.60868207370385,424.73822610868206,387.1577139287944,559.0542785758901,449.5187382885695,674.1823235477826,192.87913803872567,182.48963148032476,190.48063710181128,244.85065584009976,164.0971267957525,328.79818863210494
