scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
bodyparts,cup_head,cup_head,cup_middle,cup_middle,cup_tail,cup_tail,pitcher_head,pitcher_head,pitcher_middle,pitcher_middle,pitcher_tail,pitcher_tail,tap_head,tap_head,tap_middle,tap_middle,tap_tail,tap_tail,teabag_head,teabag_head,teabag_middle,teabag_middle,teabag_tail,teabag_tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318384_saved_stream.pkl_left/img005.png,1099.7967359050444,341.94272997032635,1099.7967359050444,386.80919881305635,1101.933234421365,440.22166172106813,522.9421364985163,431.67566765578624,576.3545994065282,553.4560830860534,638.313056379822,673.0999999999999,456.71068249258167,181.7053412462908,460.98367952522256,241.52729970326402,439.6186943620179,333.39673590504447,1426.681008902077,489.36112759643913,1473.6839762611276,504.31661721068247,1524.959940652819,525.6816023738871
labeled-data/1636318384_saved_stream.pkl_left/img007.png,1099.7967359050444,337.66973293768535,1104.0697329376853,386.80919881305635,1104.0697329376853,440.22166172106813,527.2151335311573,429.5391691394658,572.0816023738872,542.7735905044509,638.313056379822,677.3729970326409,456.71068249258167,183.84183976261124,458.8471810089021,239.39080118694358,443.8916913946588,337.66973293768535,1426.681008902077,489.36112759643913,1473.6839762611276,506.4531157270029,1524.959940652819,529.9545994065281
labeled-data/1636318384_saved_stream.pkl_left/img044.png,,,,,,,1119.0252225519287,126.15637982195835,1119.0252225519287,275.7112759643916,1125.4347181008902,480.81513353115724,456.71068249258167,181.7053412462908,460.98367952522256,241.52729970326402,437.48219584569733,339.8062314540059,1426.681008902077,489.36112759643913,1471.5474777448069,510.7261127596438,1527.0964391691393,536.3640949554896
labeled-data/1636318384_saved_stream.pkl_left/img055.png,1097.660237388724,339.8062314540059,1099.7967359050444,386.80919881305635,1104.0697329376853,438.0851632047477,1307.0370919881304,145.38486646884257,1300.627596439169,288.53026706231446,1283.5356083086053,459.45014836795247,460.98367952522256,181.7053412462908,458.8471810089021,241.52729970326402,437.48219584569733,344.0792284866468,1426.681008902077,487.2246290801186,1475.820474777448,506.4531157270029,1524.959940652819,534.227596439169
labeled-data/1636318384_saved_stream.pkl_left/img128.png,1101.933234421365,337.66973293768535,1104.0697329376853,388.9456973293768,1106.2062314540058,444.49465875370913,826.3249258160238,395.35519287833824,847.6899109792284,519.2721068249257,873.3278931750742,630.3700296735905,460.98367952522256,185.9783382789317,460.98367952522256,239.39080118694358,439.6186943620179,339.8062314540059,1426.681008902077,487.2246290801186,1469.4109792284864,506.4531157270029,1527.0964391691393,532.0910979228486
labeled-data/1636318384_saved_stream.pkl_left/img145.png,,,1097.660237388724,378.26320474777435,1104.0697329376853,442.3581602373887,1351.9035608308604,350.48872403560824,1324.1290801186942,497.907121661721,1304.90059347181,647.4620178041542,454.5741839762612,183.84183976261124,458.8471810089021,232.98130563798213,437.48219584569733,337.66973293768535,1424.5445103857567,487.2246290801186,1469.4109792284864,506.4531157270029,1529.2329376854598,529.9545994065281
labeled-data/1636318384_saved_stream.pkl_left/img155.png,1099.7967359050444,337.66973293768535,1099.7967359050444,386.80919881305635,1101.933234421365,446.6311572700296,1422.408011869436,487.2246290801186,1396.7700296735904,604.7320474777447,1379.6780415430267,717.9664688427299,458.8471810089021,179.56884272997036,458.8471810089021,232.98130563798213,439.6186943620179,337.66973293768535,,,,,1529.2329376854598,532.0910979228486
labeled-data/1636318384_saved_stream.pkl_left/img164.png,1097.660237388724,337.66973293768535,,,,,1354.0400593471809,508.58961424332335,1332.6750741839762,638.9160237388724,1317.719584569733,745.7409495548961,456.71068249258167,185.9783382789317,456.71068249258167,239.39080118694358,437.48219584569733,344.0792284866468,,,1480.0934718100889,510.7261127596438,1531.3694362017802,527.8181008902077
