scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318271_saved_stream.pkl_left/img056.png,1046.7454715802623,415.1442223610243,1053.9409743910057,455.91873828856956,1061.136477201749,487.09925046845717,1461.6861336664585,520.6782635852592,1464.084634603373,561.4527795128045,1466.4831355402873,599.8287945034353,1372.9415990006246,647.7988132417239,1370.5430980637102,693.3703310430981,1365.7460961898814,731.746346033729,504.6842598376015,429.53522798251083,559.8497813866334,563.851280449719,615.0153029356652,669.3853216739537,456.7142410993129,180.09113054341037,463.9097439100562,247.24915677701438,439.92473454091186,338.3921923797625
labeled-data/1636318271_saved_stream.pkl_left/img060.png,948.4069331667708,431.9337289194252,953.2039350405996,475.106745783885,962.7979387882574,503.88875702685823,1466.4831355402873,523.0767645221736,1464.084634603373,563.851280449719,1466.4831355402873,604.6257963772642,1377.7386008744536,647.7988132417239,1372.9415990006246,690.9718301061837,1363.347595252967,731.746346033729,507.08276077451586,434.33222985633984,571.8422860712055,566.2497813866333,622.2108057464084,669.3853216739537,456.7142410993129,177.69262960649576,461.5112429731417,247.24915677701438,444.72173641474075,335.9936914428481
labeled-data/1636318271_saved_stream.pkl_left/img065.png,869.2564022485947,443.9262336039974,866.85790131168,491.89625234228606,866.85790131168,525.4752654590881,1459.2876327295442,520.6782635852592,1459.2876327295442,559.0542785758901,1461.6861336664585,602.2272954403497,1375.3400999375392,647.7988132417239,1372.9415990006246,686.1748282323548,1365.7460961898814,731.746346033729,492.6917551530293,434.33222985633984,559.8497813866334,566.2497813866333,619.812304809494,674.1823235477826,456.7142410993129,175.29412866958137,461.5112429731417,242.45215490318537,442.32323547782624,331.1966895690193
labeled-data/1636318271_saved_stream.pkl_left/img073.png,907.6324172392256,487.09925046845717,917.2264209868831,530.272267332917,924.4219237976265,571.0467832604622,1461.6861336664585,515.8812617114303,1464.084634603373,561.4527795128045,1464.084634603373,602.2272954403497,1377.7386008744536,645.4003123048095,1372.9415990006246,695.7688319800125,1368.1445971267958,734.1448469706434,499.8872579637726,429.53522798251083,559.8497813866334,559.0542785758901,610.2183010618364,671.7838226108682,456.7142410993129,182.48963148032476,466.3082448469706,249.64765771392877,442.32323547782624,335.9936914428481
labeled-data/1636318271_saved_stream.pkl_left/img078.png,938.8129294191131,479.9037476577139,943.6099312929418,527.8737663960025,950.8054341036852,556.6557776389757,1464.084634603373,523.0767645221736,1461.6861336664585,559.0542785758901,1459.2876327295442,604.6257963772642,1377.7386008744536,647.7988132417239,1372.9415990006246,693.3703310430981,1368.1445971267958,731.746346033729,507.08276077451586,431.9337289194252,569.4437851342909,556.6557776389757,624.609306683323,671.7838226108682,459.1127420362273,180.09113054341037,463.9097439100562,244.85065584009976,447.12023735165513,333.5951905059337
labeled-data/1636318271_saved_stream.pkl_left/img081.png,950.8054341036852,470.3097439100561,960.3994378513428,518.2797626483448,969.9934415990006,554.2572767020612,1459.2876327295442,515.8812617114303,1464.084634603373,559.0542785758901,1466.4831355402873,602.2272954403497,1377.7386008744536,643.001811367895,1372.9415990006246,690.9718301061837,1363.347595252967,731.746346033729,516.6767645221735,431.9337289194252,567.0452841973765,551.8587757651468,622.2108057464084,671.7838226108682,459.1127420362273,177.69262960649576,461.5112429731417,247.24915677701438,444.72173641474075,331.1966895690193
labeled-data/1636318271_saved_stream.pkl_left/img084.png,991.5799500312305,424.73822610868206,1003.5724547158027,479.9037476577139,1010.7679575265458,518.2797626483448,1464.084634603373,520.6782635852592,1464.084634603373,563.851280449719,1464.084634603373,599.8287945034353,1375.3400999375392,647.7988132417239,1372.9415990006246,693.3703310430981,1365.7460961898814,731.746346033729,507.08276077451586,429.53522798251083,574.2407870081199,561.4527795128045,619.812304809494,671.7838226108682,459.1127420362273,187.28663335415354,466.3082448469706,244.85065584009976,442.32323547782624,333.5951905059337
labeled-data/1636318271_saved_stream.pkl_left/img085.png,1005.9709556527171,403.1517176764521,1015.5649594003748,460.71574016239856,1022.760462211118,499.09175515302934,1464.084634603373,518.2797626483448,1461.6861336664585,563.851280449719,1464.084634603373,599.8287945034353,1377.7386008744536,647.7988132417239,1370.5430980637102,688.5733291692692,1365.7460961898814,734.1448469706434,509.48126171143025,434.33222985633984,559.8497813866334,547.0617738913179,615.0153029356652,669.3853216739537,456.7142410993129,182.48963148032476,463.9097439100562,249.64765771392877,439.92473454091186,338.3921923797625
labeled-data/1636318271_saved_stream.pkl_left/img090.png,1068.3319800124923,335.9936914428481,1073.128981886321,381.5652092442224,1080.3244846970642,417.54272329793866,1464.084634603373,523.0767645221736,1464.084634603373,563.851280449719,1466.4831355402873,602.2272954403497,1377.7386008744536,647.7988132417239,1372.9415990006246,690.9718301061837,1370.5430980637102,731.746346033729,535.864772017489,427.13672704559644,571.8422860712055,549.4602748282323,617.4138038725796,671.7838226108682,461.5112429731417,184.88813241723915,463.9097439100562,244.85065584009976,444.72173641474075,333.5951905059337
labeled-data/1636318271_saved_stream.pkl_left/img096.png,1166.6705184259838,278.4296689569019,1169.0690193628982,314.4071830106184,1173.866021236727,355.18169893816366,1464.084634603373,523.0767645221736,1464.084634603373,563.851280449719,1466.4831355402873,602.2272954403497,1375.3400999375392,652.5958151155528,1372.9415990006246,693.3703310430981,1368.1445971267958,731.746346033729,531.0677701436603,424.73822610868206,581.4362898188631,561.4527795128045,624.609306683323,669.3853216739537,459.1127420362273,187.28663335415354,459.1127420362273,249.64765771392877,439.92473454091186,338.3921923797625
labeled-data/1636318271_saved_stream.pkl_left/img106.png,1401.723610243598,208.87314178638348,1406.5206121174267,254.44465958775754,1406.5206121174267,285.62517176764504,1464.084634603373,520.6782635852592,1461.6861336664585,559.0542785758901,1464.084634603373,602.2272954403497,1377.7386008744536,647.7988132417239,1375.3400999375392,693.3703310430981,1368.1445971267958,731.746346033729,528.6692692067456,427.13672704559644,579.0377888819487,556.6557776389757,624.609306683323,674.1823235477826,451.917239225484,180.09113054341037,461.5112429731417,254.44465958775754,442.32323547782624,333.5951905059337
