scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318488_saved_stream.pkl_right/img074.png,1251.4881305637982,497.907121661721,1294.2181008902076,508.58961424332335,1354.0400593471809,525.6816023738871,1238.6691394658753,502.1801186943619,,,,,922.4673590504451,339.8062314540059,928.8768545994064,388.9456973293768,935.286350148368,440.22166172106813,234.51483679525234,448.76765578635,307.15578635014845,555.5925816023738,388.34272997032645,685.9189910979228,191.78486646884278,175.29584569732924,191.78486646884278,237.25430267062302,164.01038575667667,331.2602373887239
labeled-data/1636318488_saved_stream.pkl_right/img075.png,1251.4881305637982,497.907121661721,1298.4910979228487,508.58961424332335,1349.76706231454,529.9545994065281,1238.6691394658753,506.4531157270029,,,,,926.740356083086,344.0792284866468,931.0133531157269,393.2186943620177,933.1498516320476,438.0851632047477,238.78783382789322,450.9041543026706,307.15578635014845,566.2750741839761,394.7522255192879,683.7824925816024,196.05786350148378,175.29584569732924,196.05786350148378,239.39080118694358,164.01038575667667,335.5332344213649
labeled-data/1636318488_saved_stream.pkl_right/img077.png,1251.4881305637982,500.04362017804146,1294.2181008902076,510.7261127596438,1351.9035608308604,529.9545994065281,1238.6691394658753,508.58961424332335,,,,,922.4673590504451,339.8062314540059,926.740356083086,382.53620178041535,935.286350148368,438.0851632047477,232.3783382789319,444.49465875370913,315.70178041543033,570.5480712166171,407.5712166172108,681.6459940652818,196.05786350148378,175.29584569732924,196.05786350148378,245.8002967359049,166.14688427299717,333.39673590504447
labeled-data/1636318488_saved_stream.pkl_right/img078.png,1251.4881305637982,500.04362017804146,1300.627596439169,512.8626112759644,1349.76706231454,525.6816023738871,1238.6691394658753,506.4531157270029,,,,,924.6038575667656,344.0792284866468,926.740356083086,388.9456973293768,939.5593471810089,442.3581602373887,234.51483679525234,446.6311572700296,311.42878338278945,579.094065281899,392.61572700296745,681.6459940652818,193.92136498516334,175.29584569732924,193.92136498516334,241.52729970326402,164.01038575667667,329.12373887240346
labeled-data/1636318488_saved_stream.pkl_right/img092.png,1251.4881305637982,500.04362017804146,1296.354599406528,512.8626112759644,1354.0400593471809,529.9545994065281,1236.532640949555,502.1801186943619,,,,,926.740356083086,341.94272997032635,931.0133531157269,393.2186943620177,941.6958456973293,440.22166172106813,,,302.88278931750756,559.8655786350148,390.479228486647,679.5094955489614,196.05786350148378,179.56884272997036,211.0133531157271,256.48278931750735,,
labeled-data/1636318488_saved_stream.pkl_right/img097.png,1253.6246290801187,502.1801186943619,1296.354599406528,512.8626112759644,1351.9035608308604,525.6816023738871,1238.6691394658753,502.1801186943619,,,,,926.740356083086,341.94272997032635,928.8768545994064,388.9456973293768,935.286350148368,438.0851632047477,236.65133531157278,448.76765578635,298.60979228486656,557.7290801186942,386.206231454006,681.6459940652818,196.05786350148378,175.29584569732924,228.1053412462909,265.02878338278924,,
labeled-data/1636318488_saved_stream.pkl_right/img101.png,1251.4881305637982,500.04362017804146,1298.4910979228487,512.8626112759644,1351.9035608308604,529.9545994065281,1238.6691394658753,502.1801186943619,,,,,926.740356083086,339.8062314540059,928.8768545994064,386.80919881305635,937.4228486646884,444.49465875370913,238.78783382789322,450.9041543026706,311.42878338278945,557.7290801186942,403.2982195845698,679.5094955489614,196.05786350148378,177.43234421364969,232.3783382789319,256.48278931750735,,
labeled-data/1636318488_saved_stream.pkl_right/img104.png,1251.4881305637982,502.1801186943619,1302.7640949554896,514.9991097922848,1354.0400593471809,529.9545994065281,1236.532640949555,504.31661721068247,,,,,926.740356083086,339.8062314540059,931.0133531157269,391.08219584569724,939.5593471810089,440.22166172106813,230.24183976261133,448.76765578635,309.2922848664689,564.1385756676557,405.4347181008902,679.5094955489614,189.64836795252234,173.1593471810088,240.92433234421378,254.3462908011869,,
labeled-data/1636318488_saved_stream.pkl_right/img105.png,1251.4881305637982,500.04362017804146,1300.627596439169,510.7261127596438,1354.0400593471809,525.6816023738871,1238.6691394658753,502.1801186943619,,,,,926.740356083086,344.0792284866468,928.8768545994064,386.80919881305635,933.1498516320476,435.94866468842724,230.24183976261133,448.76765578635,328.5207715133532,572.6845697329376,413.9807121661722,679.5094955489614,189.64836795252234,173.1593471810088,238.78783382789322,250.0732937685459,262.28931750741845,331.2602373887239
labeled-data/1636318488_saved_stream.pkl_right/img121.png,1253.6246290801187,500.04362017804146,1296.354599406528,512.8626112759644,1349.76706231454,527.8181008902077,1236.532640949555,502.1801186943619,,,,,928.8768545994064,344.0792284866468,935.286350148368,395.35519287833824,939.5593471810089,442.3581602373887,230.24183976261133,450.9041543026706,315.70178041543033,581.2305637982195,396.88872403560833,683.7824925816024,198.19436201780422,181.7053412462908,247.33382789317523,243.66379821958446,292.2002967359051,335.5332344213649
labeled-data/1636318488_saved_stream.pkl_right/img130.png,1253.6246290801187,497.907121661721,1298.4910979228487,510.7261127596438,1351.9035608308604,527.8181008902077,1240.8056379821958,502.1801186943619,,,,,926.740356083086,344.0792284866468,928.8768545994064,395.35519287833824,939.5593471810089,442.3581602373887,238.78783382789322,453.040652818991,330.65727002967367,579.094065281899,409.7077151335312,679.5094955489614,191.78486646884278,175.29584569732924,249.47032640949567,245.8002967359049,305.019287833828,354.76172106824913
labeled-data/1636318488_saved_stream.pkl_right/img152.png,1251.4940897425927,500.47581460455706,1298.0295901703084,511.0520647017653,1348.795590636908,527.9740648572983,1236.6873396065012,502.5910646239987,,,,,922.4673590504451,344.0792284866468,928.8768545994064,393.2186943620177,935.286350148368,442.3581602373887,234.51483679525234,453.040652818991,307.15578635014845,566.2750741839761,392.61572700296745,683.7824925816024,189.64836795252234,177.43234421364969,230.24183976261133,258.6192878338278,249.47032640949567,354.76172106824913
labeled-data/1636318488_saved_stream.pkl_right/img159.png,1251.4881305637982,500.04362017804146,1294.2181008902076,512.8626112759644,1351.9035608308604,527.8181008902077,1236.532640949555,502.1801186943619,,,,,924.6038575667656,346.21572700296724,928.8768545994064,393.2186943620177,935.286350148368,440.22166172106813,238.78783382789322,453.040652818991,307.15578635014845,559.8655786350148,396.88872403560833,683.7824925816024,189.64836795252234,175.29584569732924,208.87685459940667,250.0732937685459,208.87685459940667,365.4442136498516
