scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tail,tail,tail,head,head,head,tail,tail,tail,cup_h,cup_h,cup_h,cup_m,cup_m,cup_m,cup_t,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_m,pitcher_t,pitcher_t,pitcher_t,tap_h,tap_h,tap_h,tap_m,tap_m,tap_m,tap_t,tap_t,tap_t
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,,,,,1389.024,594.385,0.7649999856948853,1372.16,641.228,0.9079999923706055,1355.943,388.045,0.9850000143051147,1339.987,434.804,0.17000000178813934,1340.212,471.173,0.7549999952316284,,,,,,,,,,484.443,41.344,0.9559999704360962,519.995,101.232,0.9359999895095825,548.399,189.678,0.9819999933242798
1,,,,,,,1389.024,594.385,0.7279999852180481,1372.16,641.228,0.9020000100135803,1355.956,388.143,0.984000027179718,1340.05,435.365,0.12300000339746475,1342.76,473.652,0.7609999775886536,,,,,,,,,,484.517,41.344,0.9599999785423279,519.995,101.259,0.9359999895095825,548.399,191.352,0.9819999933242798
2,,,,,,,1389.024,594.385,0.20000000298023224,1372.16,641.228,0.8230000138282776,1356.691,390.893,1.0,1344.237,435.468,0.9990000128746033,1342.76,473.652,1.0,,,,,,,,,,484.572,41.344,0.9950000047683716,520.03,102.192,0.9340000152587891,548.399,191.353,0.9940000176429749
3,,,,,,,1387.434,590.636,0.9990000128746033,1364.545,637.476,0.9480000138282776,1356.691,390.893,1.0,1345.041,435.468,1.0,1342.76,473.652,1.0,598.021,172.076,0.8949999809265137,,,,,,,484.615,41.344,0.996999979019165,520.102,102.192,0.9829999804496765,547.678,192.32,0.9700000286102295
4,,,,,,,1389.024,603.493,0.9990000128746033,1418.717,674.825,0.9470000267028809,1356.691,390.893,1.0,1345.174,434.804,1.0,1342.713,471.357,1.0,598.021,172.027,0.9070000052452087,,,,,,,484.805,41.102,0.996999979019165,520.706,102.192,0.984000027179718,547.107,192.628,0.9520000219345093
5,,,,,,,1387.434,590.636,,1364.545,637.476,,1357.129,391.769,1.0,1345.041,430.637,0.984000027179718,1342.713,471.357,1.0,597.92,170.728,0.871999979019165,,,,674.861,426.66,0.7990000247955322,484.805,41.068,0.9980000257492065,520.674,102.077,0.9929999709129333,546.858,193.097,0.9760000109672546
6,1389.965,586.212,1.0,1370.849,635.972,0.906000018119812,1427.526,628.565,0.39100000262260437,1420.385,675.035,0.30799999833106995,1357.129,392.508,1.0,1344.237,430.399,0.9950000047683716,1341.548,469.77,1.0,597.829,170.703,0.8949999809265137,,,,668.868,424.439,0.9789999723434448,484.615,40.464,0.9980000257492065,520.717,101.998,0.9900000095367432,546.373,193.186,0.9660000205039978
