scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
bodyparts,cup_head,cup_head,cup_middle,cup_middle,cup_tail,cup_tail,pitcher_head,pitcher_head,pitcher_middle,pitcher_middle,pitcher_tail,pitcher_tail,tap_head,tap_head,tap_middle,tap_middle,tap_tail,tap_tail,teabag_head,teabag_head,teabag_middle,teabag_middle,teabag_tail,teabag_tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318384_saved_stream.pkl_right/img007.png,924.6038575667656,339.8062314540059,928.8768545994064,384.6727002967358,931.0133531157269,438.0851632047477,294.33679525222556,427.40267062314535,362.7047477744808,551.3195845697329,435.3456973293769,673.0999999999999,189.64836795252234,183.84183976261124,187.5118694362019,250.0732937685459,153.32789317507428,341.94272997032635,1247.215133531157,491.4976261127596,1292.081602373887,506.4531157270029,1347.6305637982196,534.227596439169
labeled-data/1636318384_saved_stream.pkl_right/img017.png,926.740356083086,339.8062314540059,931.0133531157269,391.08219584569724,935.286350148368,440.22166172106813,302.88278931750756,423.12967359050435,369.1142433234422,553.4560830860534,450.3011869436202,670.9635014836795,191.78486646884278,181.7053412462908,191.78486646884278,241.52729970326402,157.60089020771522,335.5332344213649,1251.4881305637982,482.9516320474777,1294.2181008902076,502.1801186943619,1347.6305637982196,529.9545994065281
labeled-data/1636318384_saved_stream.pkl_right/img028.png,926.740356083086,339.8062314540059,928.8768545994064,386.80919881305635,933.1498516320476,442.3581602373887,285.79080118694367,418.85667655786347,362.7047477744808,547.0465875370919,437.48219584569733,664.554005934718,193.92136498516334,181.7053412462908,189.64836795252234,230.8448071216617,157.60089020771522,337.66973293768535,1245.0786350148367,487.2246290801186,1296.354599406528,508.58961424332335,1345.494065281899,529.9545994065281
labeled-data/1636318384_saved_stream.pkl_right/img035.png,922.4673590504451,339.8062314540059,926.740356083086,391.08219584569724,933.1498516320476,440.22166172106813,501.57715133531167,239.39080118694358,540.0341246290801,395.35519287833824,597.719584569733,534.227596439169,185.37537091988145,177.43234421364969,185.37537091988145,235.11780415430258,159.73738872403572,335.5332344213649,1247.215133531157,489.36112759643913,1292.081602373887,506.4531157270029,1347.6305637982196,529.9545994065281
labeled-data/1636318384_saved_stream.pkl_right/img046.png,,,,,,,935.286350148368,128.2928783382788,954.5148367952522,299.2127596439168,969.4703264094956,478.6786350148367,193.92136498516334,179.56884272997036,187.5118694362019,230.8448071216617,149.05489614243334,339.8062314540059,1247.215133531157,487.2246290801186,1289.9451038575667,508.58961424332335,1345.494065281899,532.0910979228486
labeled-data/1636318384_saved_stream.pkl_right/img068.png,922.4673590504451,337.66973293768535,928.8768545994064,391.08219584569724,935.286350148368,444.49465875370913,1133.980712166172,160.3403560830859,1133.980712166172,294.9397626112759,1129.707715133531,438.0851632047477,193.92136498516334,175.29584569732924,185.37537091988145,239.39080118694358,155.46439169139478,337.66973293768535,1249.3516320474776,487.2246290801186,1294.2181008902076,506.4531157270029,1347.6305637982196,534.227596439169
labeled-data/1636318384_saved_stream.pkl_right/img080.png,928.8768545994064,339.8062314540059,939.5593471810089,391.08219584569724,939.5593471810089,442.3581602373887,798.5504451038576,282.120771513353,822.0519287833829,431.67566765578624,841.2804154302671,568.4115727002967,196.05786350148378,179.56884272997036,185.37537091988145,232.98130563798213,155.46439169139478,331.2602373887239,1249.3516320474776,489.36112759643913,1296.354599406528,508.58961424332335,1347.6305637982196,532.0910979228486
labeled-data/1636318384_saved_stream.pkl_right/img086.png,922.4673590504451,339.8062314540059,926.740356083086,388.9456973293768,935.286350148368,444.49465875370913,640.4495548961424,367.580712166172,678.906528189911,497.907121661721,721.6364985163204,602.5955489614242,189.64836795252234,177.43234421364969,185.37537091988145,232.98130563798213,153.32789317507428,339.8062314540059,1247.215133531157,491.4976261127596,1294.2181008902076,508.58961424332335,1347.6305637982196,536.3640949554896
