scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318384_saved_stream.pkl_right/img106.png,1251.156681591726,487.4498518004665,1298.6208929810177,509.48680708835195,1346.0851043703096,531.5237623762374,1237.5954783376426,497.620754241029,,,,,927.3829539004855,339.97176641230976,932.4684051207669,395.9117298354038,944.3344579680897,441.6807908179351,612.0849782430473,395.9117298354038,659.549189632339,514.5722583086332,703.6231002081099,624.7570347480606,188.2973765529419,182.32277858359066,188.2973765529419,238.26274200668445,157.78466923125433,334.8863151920285
labeled-data/1636318384_saved_stream.pkl_right/img136.png,1251.4881305637982,487.2246290801186,1292.081602373887,508.58961424332335,1341.221068249258,532.0910979228486,,,,,,,922.4673590504451,339.8062314540059,931.0133531157269,391.08219584569724,935.286350148368,442.3581602373887,672.4970326409496,299.2127596439168,715.2270029673591,440.22166172106813,757.9569732937684,587.6400593471809,193.92136498516334,179.56884272997036,187.5118694362019,228.70830860534113,161.87388724035617,333.39673590504447
labeled-data/1636318384_saved_stream.pkl_right/img150.png,,,1300.627596439169,510.7261127596438,1345.494065281899,529.9545994065281,,,,,,,918.1943620178042,337.66973293768535,924.6038575667656,386.80919881305635,931.0133531157269,438.0851632047477,1191.666172106825,457.313649851632,1183.1201780415429,574.8210682492581,1172.4376854599407,700.8744807121661,193.92136498516334,179.56884272997036,189.64836795252234,239.39080118694358,153.32789317507428,333.39673590504447
labeled-data/1636318384_saved_stream.pkl_right/img151.png,,,1309.1735905044509,510.7261127596438,1349.76706231454,527.8181008902077,,,,,,,922.4673590504451,337.66973293768535,926.740356083086,384.6727002967358,933.1498516320476,438.0851632047477,1195.9391691394658,467.99614243323435,1189.5296735905044,585.5035608308605,1176.7106824925816,707.2839762611276,189.64836795252234,177.43234421364969,187.5118694362019,241.52729970326402,155.46439169139478,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_right/img161.png,,,1294.2181008902076,506.4531157270029,1349.76706231454,525.6816023738871,,,,,,,916.0578635014836,341.94272997032635,,,,,1136.1172106824924,489.36112759643913,1146.799703264095,615.4145400593471,1159.6186943620178,724.3759643916914,193.92136498516334,179.56884272997036,187.5118694362019,243.66379821958446,157.60089020771522,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_right/img162.png,1255.761127596439,493.63412462908,1302.7640949554896,512.8626112759644,1347.6305637982196,525.6816023738871,,,,,,,913.9213649851631,335.5332344213649,,,,,1129.707715133531,493.63412462908,1140.3902077151336,600.4590504451038,1146.799703264095,728.6489614243322,191.78486646884278,177.43234421364969,185.37537091988145,239.39080118694358,161.87388724035617,339.8062314540059
labeled-data/1636318384_saved_stream.pkl_right/img174.png,1253.6246290801187,495.77062314540046,1292.081602373887,512.8626112759644,1349.76706231454,525.6816023738871,,,,,,,,,,,,,1095.5237388724036,532.0910979228486,1095.5237388724036,632.5065281899109,1097.660237388724,747.8774480712166,193.92136498516334,179.56884272997036,185.37537091988145,237.25430267062302,159.73738872403572,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_right/img191.png,1253.6246290801187,497.907121661721,1304.90059347181,512.8626112759644,1349.76706231454,534.227596439169,,,,,,,924.6038575667656,339.8062314540059,928.8768545994064,388.9456973293768,,,1095.5237388724036,532.0910979228486,1099.7967359050444,638.9160237388724,1104.0697329376853,750.013946587537,189.64836795252234,183.84183976261124,185.37537091988145,239.39080118694358,151.19139465875384,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_right/img226.png,1253.6246290801187,495.77062314540046,1298.4910979228487,512.8626112759644,1347.6305637982196,529.9545994065281,,,,,,,,,,,,,1076.2952522255193,406.0376854599406,1069.8857566765578,532.0910979228486,1076.2952522255193,660.2810089020771,191.78486646884278,179.56884272997036,189.64836795252234,243.66379821958446,153.32789317507428,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_right/img236.png,1253.6246290801187,500.04362017804146,1302.7640949554896,517.1356083086052,1349.76706231454,529.9545994065281,1236.532640949555,504.31661721068247,,,,,928.8768545994064,344.0792284866468,935.286350148368,399.62818991097913,939.5593471810089,440.22166172106813,1136.1172106824924,115.47388724035591,1140.3902077151336,250.0732937685459,1138.2537091988129,420.9931750741839,193.92136498516334,179.56884272997036,187.5118694362019,237.25430267062302,155.46439169139478,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_right/img245.png,1253.6246290801187,495.77062314540046,1296.354599406528,510.7261127596438,1349.76706231454,529.9545994065281,1236.532640949555,504.31661721068247,,,,,924.6038575667656,339.8062314540059,933.1498516320476,393.2186943620177,939.5593471810089,442.3581602373887,1204.4851632047478,162.47685459940635,1193.8026706231453,294.9397626112759,1176.7106824925816,427.40267062314535,187.5118694362019,183.84183976261124,183.23887240356095,241.52729970326402,159.73738872403572,333.39673590504447
labeled-data/1636318384_saved_stream.pkl_right/img252.png,1253.6246290801187,497.907121661721,1298.4910979228487,514.9991097922848,1349.76706231454,527.8181008902077,1236.532640949555,508.58961424332335,926.740356083086,339.8062314540059,935.286350148368,388.9456973293768,941.6958456973293,435.94866468842724,1187.393175074184,192.38783382789302,1183.1201780415429,312.0317507418397,1180.9836795252224,433.8121661721068,191.78486646884278,177.43234421364969,185.37537091988145,241.52729970326402,159.73738872403572,335.5332344213649,,,,
labeled-data/1636318384_saved_stream.pkl_right/img261.png,1253.6246290801187,500.04362017804146,1300.627596439169,514.9991097922848,1349.76706231454,532.0910979228486,1236.532640949555,504.31661721068247,922.4673590504451,341.94272997032635,931.0133531157269,388.9456973293768,935.286350148368,440.22166172106813,1180.9836795252224,188.11483679525213,1180.9836795252224,303.4857566765578,1176.7106824925816,438.0851632047477,189.64836795252234,177.43234421364969,187.5118694362019,241.52729970326402,157.60089020771522,337.66973293768535,,,,
labeled-data/1636318384_saved_stream.pkl_right/img265.png,1251.4881305637982,495.77062314540046,1300.627596439169,514.9991097922848,1351.9035608308604,532.0910979228486,1236.532640949555,502.1801186943619,,,,,924.6038575667656,341.94272997032635,931.0133531157269,395.35519287833824,937.4228486646884,442.3581602373887,1185.2566765578633,192.38783382789302,1185.2566765578633,305.62225519287824,1183.1201780415429,440.22166172106813,191.78486646884278,179.56884272997036,189.64836795252234,241.52729970326402,157.60089020771522,331.2602373887239
